id,serviceId,attrs,ruleKind,unit,setup,fixed,originalRowId,isActive,createdAt,updatedAt
310,195,"{""Size"":""A4"",""Sides"":""S/S"",""Color"":""BW"",""Paper"":""270 micron""}","perUnit",0,0,0,"row_310",true,"2025-09-23T00:33:36.022Z","2025-09-23T00:33:36.022Z"
311,195,"{""Size"":""A4"",""Sides"":""D/S"",""Color"":""BW"",""Paper"":""90gsm paper""}","perUnit",0,0,0,"row_311",true,"2025-09-23T00:33:36.026Z","2025-09-23T00:33:36.026Z"
312,195,"{""Size"":""A4"",""Sides"":""D/S"",""Color"":""BW"",""Paper"":""150gsm gloss""}","perUnit",0,0,0,"row_312",true,"2025-09-23T00:33:36.030Z","2025-09-23T00:33:36.030Z"
313,195,"{""Size"":""A4"",""Sides"":""D/S"",""Color"":""BW"",""Paper"":""350gsm card""}","perUnit",0,0,0,"row_313",true,"2025-09-23T00:33:36.034Z","2025-09-23T00:33:36.034Z"
314,195,"{""Size"":""A4"",""Sides"":""D/S"",""Color"":""BW"",""Paper"":""270 micron""}","perUnit",0,0,0,"row_314",true,"2025-09-23T00:33:36.038Z","2025-09-23T00:33:36.038Z"
315,195,"{""Size"":""A3"",""Sides"":""S/S"",""Color"":""BW"",""Paper"":""90gsm paper""}","perUnit",0,0,0,"row_315",true,"2025-09-23T00:33:36.042Z","2025-09-23T00:33:36.042Z"
316,195,"{""Size"":""A3"",""Sides"":""S/S"",""Color"":""BW"",""Paper"":""150gsm gloss""}","perUnit",0,0,0,"row_316",true,"2025-09-23T00:33:36.046Z","2025-09-23T00:33:36.046Z"
317,195,"{""Size"":""A3"",""Sides"":""S/S"",""Color"":""BW"",""Paper"":""350gsm card""}","perUnit",0,0,0,"row_317",true,"2025-09-23T00:33:36.051Z","2025-09-23T00:33:36.051Z"
318,195,"{""Size"":""A3"",""Sides"":""S/S"",""Color"":""BW"",""Paper"":""270 micron""}","perUnit",0,0,0,"row_318",true,"2025-09-23T00:33:36.055Z","2025-09-23T00:33:36.055Z"
319,195,"{""Size"":""A3"",""Sides"":""D/S"",""Color"":""BW"",""Paper"":""90gsm paper""}","perUnit",0,0,0,"row_319",true,"2025-09-23T00:33:36.059Z","2025-09-23T00:33:36.059Z"
320,195,"{""Size"":""A3"",""Sides"":""D/S"",""Color"":""BW"",""Paper"":""150gsm gloss""}","perUnit",0,0,0,"row_320",true,"2025-09-23T00:33:36.063Z","2025-09-23T00:33:36.063Z"
321,195,"{""Size"":""A3"",""Sides"":""D/S"",""Color"":""BW"",""Paper"":""350gsm card""}","perUnit",0,0,0,"row_321",true,"2025-09-23T00:33:36.067Z","2025-09-23T00:33:36.067Z"
322,195,"{""Size"":""A3"",""Sides"":""D/S"",""Color"":""BW"",""Paper"":""270 micron""}","perUnit",0,0,0,"row_322",true,"2025-09-23T00:33:36.071Z","2025-09-23T00:33:36.071Z"
